location_id,postal_code,city,state,country
3212,759122,Anugul,Odisha,In
3213,415110,Karad,Maharashtra,In
3214,591102,Bail Hongal,Karnataka,In
3215,607802,Neyveli,Tamil Nadu,In
3216,412806,Mahabaleshwar,Maharashtra,In
3217,670327,Payyanur,Kerala,In
3218,603112,Kanchipuram,Tamil Nadu,In
3219,400050,Mumbai,Maharashtra,In
3220,600100,"Perumbakkam, Near Chettinadu Villa",Tamil Nadu,In
3221,683572,"Angamaly, Ernakulam",Kerala,In
3222,572104,Tumkur,Karnataka,In
3223,391110,Dabhoi,Gujarat,In
3224,263641,Bageshwar,Uttarakhand,In
3225,421501,Ambernath East Dist Thane,Maharashtra,In
3226,781303,Bangaon,Assam,In
3227,262310,Banbasa,Uttarakhand,In
3228,425203,Bhusawal,Maharashtra,In
3229,600013,Chennai,Tamil Nadu,In
3230,732103,Malda,West Bengal,In
3231,585329,Bidar,Karnataka,In
3232,560032,Bengaluru 560032,Karnataka,In
3233,760005,Berhampur,Odisha,In
3234,500040,Hyderabad-47,Telangana,In
3235,410210,"Kharghar, Navi Mumbai",Maharashtra,In
3236,452010,Indore,Madhya Pradesh,In
3237,629171,Puthukdai,Tamil Nadu,In
3238,721635,Haldia,West Bengal,In
3239,628206,Thiruchentur,Tamil Nadu,In
3240,673522,Payyoli,Kerala,In
3241,768005,Sambalpur,Odisha,In
3242,466331,Nasrullaganj,Madhya Pradesh,In
3243,783331,Gauripur,Assam,In
3244,492008,Raipur,Chhattisgarh,In
3245,695103,Attingal,Kerala,In
3246,682031,Kochi,Kerala,In
3247,534176,Pothavaram,Andhra Pradesh,In
3248,380023,Ahmedabad,Gujarat,In
3249,671326,Hosdurg,Kerala,In
3250,134114,Panchkula,Haryana,In
3251,676304,Vengara,Kerala,In
3252,691304,Kollam,Kerala,In
3253,533401,Tuni,Andhra Pradesh,In
3254,600061,"Nanganallur, Chennai",Tamil Nadu,In
3255,193302,Handwara,Jammu & Kashmir,In
3256,854318,Araria,Bihar,In
3257,263001,Nainital,Uttarakhand,In
3258,683112,Choornikkara,Kerala,In
3259,563131,Mulbagal,Karnataka,In
3260,441209,Kurkheda,Maharashtra,In
3261,585211,Chittapur,Karnataka,In
3262,400078,Mumbai,Maharashtra,In
3263,574210,Puttur,Karnataka,In
3264,626109,Mallankinaru,Tamil Nadu,In
3265,576120,Manipura Dendoorkatte,Karnataka,In
3266,686681,Kothamangalam,Kerala,In
3267,145101,Hoshiarpur,Punjab,In
3268,813221,Gazipur,Bihar,In
3269,734003,Siliguri,West Bengal,In
3270,754215,Pattamundai,Odisha,In
3271,641033,Coimbatore,Tamil Nadu,In
3272,682021,Thrikkakkara,Kerala,In
3273,403507,Mapusa,Goa,In
3274,782121,Morigaon,Assam,In
3275,679563,Vylathur,Kerala,In
3276,607105,Cuddalore,Tamil Nadu,In
3277,505172,Peddapalle,Telangana,In
3278,403516,"Calangute, Bardez",Goa,In
3279,421301,Kalyan West/ Dist Thane,Maharashtra,In
3280,534202,Bhimavaram,Andhra Pradesh,In
3281,400058,Mumbai,Maharashtra,In
3282,795134,Nambol,Manipur,In
3283,271904,Jarwal,Uttar Pradesh,In
3284,691506,Kottarakkara,Kerala,In
3285,560040,Bangalore,Karnataka,In
3286,212631,Bindki,Uttar Pradesh,In
3287,683563,Kalamassery,Kerala,In
3288,781021,Guwahati,Assam,In
3289,500091,Hyderabad,Andhra Pradesh,In
3290,212657,Bindki Fatehpur,Uttar Pradesh,In
3291,508246,Anjani Portland Cement Factory,Telangana,In
3292,518006,Kurnool,Andhra Pradesh,In
3293,523301,Martur,Andhra Pradesh,In
3294,421201,"Thakurli, Dist Thane",Maharashtra,In
3295,788025,Hailakandi,Assam,In
3296,400708,Navi Mumbai,Maharashtra,In
3297,421306,Kalyan East-421306,Maharashtra,In
3298,500017,Hyderabad,Telangana,In
3299,690548,Alappuzha,Kerala,In
3300,670007,Thottada,Kerala,In
3301,560042,Bengaluru,Karnataka,In
3302,395003,Surat,Gujarat,In
3303,532264,Palavalasa,Andhra Pradesh,In
3304,795126,Bishnupur,Manipur,In
3305,411027,"Pimpri Chinchwad, Pune",Maharashtra,In
3306,421605,Titwala,Maharashtra,In
3307,440008,Nagpur,Maharashtra,In
3308,590010,Belgaum,Karnataka,In
3309,560063,Bengaluru,Karnataka,In
3310,683541,Paremari Road,Kerala,In
3311,577135,Kadur,Karnataka,In
3312,670014,Kannur,Kerala,In
3313,143002,Amritsar,Punjab,In
3314,509321,Amangal,Telangana,In
3315,509217,Hyderabad,Telangana,In
3316,632519,Thiruvalam,Tamil Nadu,In
3317,782138,Kaliabor,Assam,In
3318,680591,Chelakkara,Kerala,In
3319,612601,Kodavasal,Tamil Nadu,In
3320,680511,Pavaratty,Kerala,In
3321,493332,Balodabazar,Chhattisgarh,In
3322,401302,Vasai Virar,Maharashtra,In
3323,713304,Asansol,West Bengal,In
3324,686670,Thodupuzha,Kerala,In
3325,211003,Prayagraj,Uttar Pradesh,In
3326,562122,Bengaluru,Karnataka,In
3327,441908,Bhandara,Maharashtra,In
3328,230402,Partapgarh,Uttar Pradesh,In
3329,799102,Golaghati,Tripura,In
3330,828203,Egarkunr,Jharkhand,In
3331,442505,Chandrapur,Maharashtra,In
3332,764037,Nandapur,Odisha,In
3333,425201,Bhusawal,Maharashtra,In
3334,509153,Gadwal,Telangana,In
3335,110075,New Delhi-110075,Delhi,In
3336,680686,Perinjanam,Kerala,In
3337,673592,Vythiri,Kerala,In
3338,231219,Sonbhadra,Uttar Pradesh,In
3339,535546,Vizianagaram,Andhra Pradesh,In
3340,843113,Muzaffarpur,Bihar,In
3341,276001,.Azamgarh,Uttar Pradesh,In
3342,570016,Mysore,Karnataka,In
3343,136020,Kaithal,Haryana,In
3344,209301,Derapur,Uttar Pradesh,In
3345,783121,Goalpara,Assam,In
3346,577598,Chitradurga,Karnataka,In
3347,613001,Thanjavur,Tamil Nadu,In
3348,695605,Attingal,Kerala,In
3349,680584,Nelluvai,Kerala,In
3350,175018,Sundarnagar,Himachal Pradesh,In
3351,560030,Bangalore,Karnataka,In
3352,670649,Eranholi,Kerala,In
3353,532243,Srikakulam,Andhra Pradesh,In
3354,389110,Dohad,Gujarat,In
3355,431123,Kaij,Maharashtra,In
3356,577422,Shivamogga,Karnataka,In
3357,673304,Chemancheri,Kerala,In
3358,473111,Raghogarh,Madhya Pradesh,In
3359,700156,"New Town, Kolkata",West Bengal,In
3360,761121,Ganjam,Odisha,In
3361,734012,Kalamjote,West Bengal,In
3362,305403,Sarwar,Rajasthan,In
3363,444004,Akola,Maharashtra,In
3364,276202,Lalganj Azamgarh,Uttar Pradesh,In
3365,682006,Kochi,Kerala,In
3366,500087,"Yapral, Secunderabad",Telangana,In
3367,803116,Rajgir,Bihar,In
3368,181206,Jammu,Jammu & Kashmir,In
3369,201005,"Ghaziabad,Sahibabad",Uttar Pradesh,In
3370,127306,Charkhi Dadri,Haryana,In
3371,345024,Jaisalmer,Rajasthan,In
3372,322230,Hindaun,Rajasthan,In
3373,690522,Kollam,Kerala,In
3374,625107,Othakadai,Tamil Nadu,In
3375,401202,Vasai West,Maharashtra,In
3376,282001,Taj Nagri Phase 2  Agra,Uttar Pradesh,In
3377,403702,Canacona,Goa,In
3378,756125,Basudebpur/Bhadrak,Odisha,In
3379,600042,Chennai,Tamil Nadu,In
3380,600126,"Sudarsan Nagar, Madambakkam",Tamil Nadu,In
3381,533263,Pamarru,Andhra Pradesh,In
3382,700099,Calcutta,West Bengal,In
3383,534208,Bhimavaram,Andhra Pradesh,In
3384,402107,Raigarh,Maharashtra,In
3385,342902,Gotan,Rajasthan,In
3386,700131,North 24 Parganas,West Bengal,In
3387,670306,Taliparamba,Kerala,In
3388,416601,"Phondaghat, Kankavli",Maharashtra,In
3389,331803,Sridungargarh,Rajasthan,In
3390,431010,Aurangabad,Maharashtra,In
3391,583101,Ballari,Karnataka,In
3392,679579,Marancheri,Kerala,In
3393,781104,No.1 Singimari,Assam,In
3394,470775,Hatta,Madhya Pradesh,In
3395,509204,Devarkadra,Telangana,In
3396,505325,Metapally,Telangana,In
3397,431004,Aurangabad,Maharashtra,In
3398,680741,Koratty,Kerala,In
3399,605602,Villupuram.,Tamil Nadu,In
3400,800012,Patna,Bihar,In
3401,600125,Kanchipuram,Tamil Nadu,In
3402,642103,Vettaikaranpudur,Tamil Nadu,In
3403,431603,Nanded,Maharashtra,In
3404,628204,Kayalpattinam,Tamil Nadu,In
3405,342001,J Odhpur,Rajasthan,In
3406,743124,Jagatdal,West Bengal,In
3407,502307,Isnapur,Telangana,In
3408,422101,Nashik,Maharashtra,In
3409,495684,Korba,Chhattisgarh,In
3410,608001,Chidambaram,Tamil Nadu,In
3411,605014,Puducherry,Puducherry,In
3412,523330,Tripuranthakam,Andhra Pradesh,In
3413,676510,Malappuram,Kerala,In
3414,829103,Barkakana,Jharkhand,In
3415,695308,Vakkom,Kerala,In
3416,682021,Kakanad,Kerala,In
3417,421311,Thane,Maharashtra,In
3418,516309,Yerraguntla,Andhra Pradesh,In
3419,751024,Bhubaneswar,Odisha,In
3420,854326,Purnia,Bihar,In
3421,625218,"T.Vadipatti,Madurai",Tamil Nadu,In
3422,201303,Noida,Uttar Pradesh,In
3423,500001,Hyderabad,Andhra Pradesh,In
3424,175106,Mandi,Himachal Pradesh,In
3425,610114,"Budamangalam , Thiruvarur District",Tamil Nadu,In
3426,201009,Greater Noida (W),Uttar Pradesh,In
3427,825409,Koderma,Jharkhand,In
3428,327023,Banswara,Rajasthan,In
3429,671532,Panathur,Kerala,In
3430,734001,Siliguri,West Bengal,In
3431,741255,Chakdaha,West Bengal,In
3432,852107,Saharsa,Bihar,In
3433,360002,Rajkot,Gujarat,In
3434,741201,Nadia,West Bengal,In
3435,682306,"Tripunithura, Kochi",Kerala,In
3436,695304,Thiruvananthapuram,Kerala,In
3437,691507,"Puthoor ,Kollam",Kerala,In
3438,389230,Lunawada,Gujarat,In
3439,303012,Jaipur,Rajasthan,In
3440,600081,Chennai-81,Tamil Nadu,In
3441,591120,Halashi,Karnataka,In
3442,799007,Agartala,Tripura,In
3443,580020,Hubballi,Karnataka,In
3444,845306,West Champaran,Bihar,In
3445,580025,Hubli,Karnataka,In
3446,560066,Whitefield,Karnataka,In
3447,390014,Vadodara,Gujarat,In
3448,403802,Vasco Da Gama,Goa,In
3449,400071,Mumbaimumbai,Maharashtra,In
3450,614103,Podakkudi,Tamil Nadu,In
3451,586109,Vijayapur,Karnataka,In
3452,140113,Ropar,Punjab,In
3453,411011,Pune,Maharashtra,In
3454,560091,Bengaluru,Karnataka,In
3455,670612,Koothparamba,Kerala,In
3456,396210,Daman,Dadra And Nagar,In
3457,676107,Tirur,Kerala,In
3458,123029,Mahendragarh,Haryana,In
3459,731204,Bolpur,West Bengal,In
3460,533342,Anaparthy,Andhra Pradesh,In
3461,636003,Salem,Tamil Nadu,In
3462,763008,Koraput,Odisha,In
3463,230503,Pratapgarh,Uttar Pradesh,In
3464,224229,Sultanpur,Uttar Pradesh,In
3465,682027,Kadamakkudy,Kerala,In
3466,628002,Thoothukkudi,Tamil Nadu,In
3467,673603,Kozhikode,Kerala,In
3468,411027,"Pimple Saudagar, Pimpri-Chinchwad",Maharashtra,In
3469,176076,Kangra,Himachal Pradesh,In
3470,160008,Chandigarh,Chandigarh,In
3471,441601,Gondiya,Maharashtra,In
3472,180006,Jammu,Jammu & Kashmir,In
3473,411022,Pune,Maharashtra,In
3474,800012,"Danapur, Patna",Bihar,In
3475,503101,District Kamareddy,Telangana,In
3476,208006,Kanpur,Uttar Pradesh,In
3477,571105,Hunsur,Karnataka,In
3478,517194,Chinnagottigallu,Andhra Pradesh,In
3479,193401,Magam,Jammu & Kashmir,In
3480,781380,Kaniha,Assam,In
3481,600046,Chennai,Tamil Nadu,In
3482,517126,"Penumur, Chittoor",Andhra Pradesh,In
3483,171209,Sbi Fagu,Himachal Pradesh,In
3484,690546,Kulasekharapuram P.O Kerla,Kerala,In
3485,522436,Guntur,Andhra Pradesh,In
3486,500062,Secunderabad,Telangana,In
3487,641605,Tirupur,Tamil Nadu,In
3488,410221,"Poyenge, Panvel, New Mumbai",Maharashtra,In
3489,560002,Bengaluru,Karnataka,In
3490,560030,Bengaluru,Karnataka,In
3491,791119,Yazali,Arunachal Pradesh,In
3492,635814,Ambur,Tamil Nadu,In
3493,173229,Dagshai,Himachal Pradesh,In
3494,302001,Jaipur,Rajasthan,In
3495,626117,Rajapalayam Virudhunagar District,Tamil Nadu,In
3496,516227,Kadapa,Andhra Pradesh,In
3497,504106,Nirmal,Telangana,In
3498,250406,Merrut,Uttar Pradesh,In
3499,416003,Kolhapur,Maharashtra,In
3500,783385,Bongaigaon,Assam,In
3501,500034,"Banjara Hills ,Hyderabad",Telangana,In
3502,431505,Manwath,Maharashtra,In
3503,562160,Channapatna,Karnataka,In
3504,500034,Hyderabad,Andhra Pradesh,In
3505,209722,Kannauj,Uttar Pradesh,In
3506,682312,Ernakulam,Kerala,In
3507,403706,Curchorem,Goa,In
3508,403523,Olaulim Pomburpa,Goa,In
3509,362225,Mangrol,Gujarat,In
3510,686633,Kottayam,Kerala,In
3511,683106,"Ernakulam,Aluva",Kerala,In
3512,396195,Vapi Valsad,Gujarat,In
3513,500078,Medchal,Telangana,In
3514,443101,Malkapur Buldana District,Maharashtra,In
3515,281403,Kosi Kalan,Uttar Pradesh,In
3516,521286,Krishna District,Andhra Pradesh,In
3517,134103,Panchkula,Haryana,In
3518,673006,Kozhikode,Kerala,In
3519,171007,Shimla,Himachal Pradesh,In
3520,225301,Dewa,Uttar Pradesh,In
3521,383325,Bayad,Gujarat,In
3522,560061,Bengalooru,Karnataka,In
3523,524001,Nellore,Andhra Pradesh,In
3524,560085,Bangalore,Karnataka,In
3525,686504,Kottayam,Kerala,In
3526,678633,Palakkad,Kerala,In
3527,388225,Dakor,Gujarat,In
3528,673010,Kozhikode,Kerala,In
3529,411041,Punepune,Maharashtra,In
3530,203408,Gulaothi,Uttar Pradesh,In
3531,631502,Kancheepuram,Tamil Nadu,In
3532,530041,Madhurawada,Andhra Pradesh,In
3533,517589,Nagalapuram,Andhra Pradesh,In
3534,802119,Dumraon,Bihar,In
3535,382481,"Chandlodia, Ahmedabad",Gujarat,In
3536,736101,Couch Behar,West Bengal,In
3537,754207,Cuttack,Odisha,In
3538,242401,Powayan,Uttar Pradesh,In
3539,400088,Trombay,Maharashtra,In
3540,305601,Nasirabad,Rajasthan,In
3541,246726,Haldaur,Uttar Pradesh,In
3542,635601,"Tirupathur , Tirupattur District",Tamil Nadu,In
3543,621218,Trichy,Tamil Nadu,In
3544,571216,Tuchamakeri,Karnataka,In
3545,713148,Bardhaman,West Bengal,In
3546,171001,Shimla,Himachal Pradesh,In
3547,415004,Satara Midc,Maharashtra,In
3548,313001,Udaipur,Rajasthan,In
3549,394160,Mandvi Surat District,Gujarat,In
3550,574151,Kolambe,Karnataka,In
3551,411001,Pune,Maharashtra,In
3552,143107,Amritsar,Punjab,In
3553,700115,Sukhchar,West Bengal,In
3554,184104,Kathua,Jammu & Kashmir,In
3555,421601,"Tal. Shahapur, Dist. Thane",Maharashtra,In
3556,757028,Mayurbhanja,Odisha,In
3557,246722,Afzalgarh,Uttar Pradesh,In
3558,574101,Ajekar,Karnataka,In
3559,143202,Baba Bakala,Punjab,In
3560,486775,Rampur,Madhya Pradesh,In
3561,743252,Gobardanga,West Bengal,In
3562,700135,"New Town , Kolkata",West Bengal,In
3563,695038,Trivandrum,Kerala,In
3564,828116,Dhanbad,Jharkhand,In
3565,262309,Tanakpur,Uttarakhand,In
3566,530029,Visakhapatnam,Andhra Pradesh,In
3567,123028,Mahendragarh,Haryana,In
3568,361140,Jamnagar,Gujarat,In
3569,670562,Kannur,Kerala,In
3570,641028,Coimbatore,Tamil Nadu,In
3571,327027,Banswara,Rajasthan,In
3572,824143,Daudnagar,Bihar,In
3573,411017,Pimpri Chinchwad,Maharashtra,In
3574,110051,Delhi,Delhi,In
3575,678631,Palakkad,Kerala,In
3576,600129,Chennai,Tamil Nadu,In
3577,743165,Naihati,West Bengal,In
3578,560011,Bengaluru-11,Karnataka,In
3579,560072,Banglore,Karnataka,In
3580,497449,Chirmiri,Chhattisgarh,In
3581,487001,Narsimhapur,Madhya Pradesh,In
3582,630002,Karaikkudi,Tamil Nadu,In
3583,440005,Nagpur,Maharashtra,In
3584,110065,Delhiq,Delhi,In
3585,413228,Solapur,Maharashtra,In
3586,761020,Chhatrapur,Odisha,In
3587,341305,Nagaur,Rajasthan,In
3588,451221,Mandleshwar,Madhya Pradesh,In
3589,784001,Sonitpur,Assam,In
3590,683542,Perumbavoor,Kerala,In
3591,277506,Ballia,Uttar Pradesh,In
3592,835222,Ranchi,Jharkhand,In
3593,521401,Gampalagudem,Andhra Pradesh,In
3594,700124,Kolkata,West Bengal,In
3595,680027,Thrissur,Kerala,In
3596,678103,"Chittur, Palakkad",Kerala,In
3597,847404,Jhanjharpur,Bihar,In
3598,700159,New Town,West Bengal,In
3599,534426,Dwaraka Tirumala,Andhra Pradesh,In
3600,505215,Karimnagar,Telangana,In
3601,413712,Rahata,Maharashtra,In
3602,620021,Tiruchirappalli,Tamil Nadu,In
3603,110032,New Delhis,Delhi,In
3604,361305,Jamnagar,Gujarat,In
3605,741103,Krishnanagar,West Bengal,In
3606,695144,Varkala,Kerala,In
3607,421201,Dombivili East,Maharashtra,In
3608,416114,Kolhapur,Maharashtra,In
3609,854327,Purnia,Bihar,In
3610,460663,Betul,Madhya Pradesh,In
3611,441601,Gondia,Maharashtra,In
3612,110024,Delhi,Delhi,In
3613,800003,"Nala Road, Patna",Bihar,In
3614,487118,Gotegaon (Dist-Narsinghpur),Madhya Pradesh,In
3615,328001,Dhaulpur,Rajasthan,In
3616,416118,Kohlapur,Maharashtra,In
3617,110089,New Delhi,Delhi,In
3618,689104,Thiruvalla,Kerala,In
3619,334004,Bikaner,Rajasthan,In
3620,444107,Murtajapur,Maharashtra,In
3621,591220,Bagalkot,Karnataka,In
3622,628008,Tuticorin (Dt),Tamil Nadu,In
3623,522508,Guntur,Andhra Pradesh,In
3624,394210,Surat,Gujarat,In
3625,462023,Bhopal,Madhya Pradesh,In
3626,609609,Karaikal,Puducherry,In
3627,627109,Tirunelveli,Tamil Nadu,In
3628,600073,Chennai.600073.,Tamil Nadu,In
3629,110096,Mayur Vihar-3,Delhi,In
3630,723103,Purulia I,West Bengal,In
3631,390017,Vadodara,Gujarat,In
3632,400089,Mumbai,Maharashtra,In
3633,380058,Ahmedabad,Gujarat,In
3634,522256,Guntur,Andhra Pradesh,In
3635,516214,Kadapa,Andhra Pradesh,In
3636,251327,Muzaffarnagar,Uttar Pradesh,In
3637,400067,Mumbai,Maharashtra,In
3638,466661,Sehore,Madhya Pradesh,In
3639,416416,Sangli,Maharashtra,In
3640,400081,"Mulund East, Mumbai",Maharashtra,In
3641,735220,Uttar Madarihat,West Bengal,In
3642,302018,Jaipur,Rajasthan,In
3643,690104,Chennithala,Kerala,In
3644,523357,Giddaluru,Andhra Pradesh,In
3645,110060,Delhi,Delhi,In
3646,522311,Pittalavanipalem,Andhra Pradesh,In
3647,401303,Virar West,Maharashtra,In
3648,144626,Sultanpur Lodhi,Punjab,In
3649,624004,Dindigul,Tamil Nadu,In
3650,686516,Pampady,Kerala,In
3651,683545,Perumbavoor,Kerala,In
3652,273303,Mahrajganj Mahrajganj District,Uttar Pradesh,In
3653,751004,Bhubaneswar,Odisha,In
3654,600021,Chennai,Tamil Nadu,In
3655,226004,Lucknow,Uttar Pradesh,In
3656,605003,Puducherry 605003,Puducherry,In
3657,700113,"Sodpur, Kolkata",West Bengal,In
3658,562149,Bengaluru,Karnataka,In
3659,574216,Belthangadi,Karnataka,In
3660,505472,Karimnagar,Telangana,In
3661,803202,Khusrupur,Bihar,In
3662,431603,Nanded Waghala,Maharashtra,In
3663,573201,Hassan (Amazon Arun),Karnataka,In
3664,796001,Aizawl,Mizoram,In
3665,828109,Gobindpur Dhanbad,Jharkhand,In
3666,500020,Musheerabad,Telangana,In
3667,712503,Tribeni,West Bengal,In
3668,626122,Seithur,Tamil Nadu,In
3669,630001,Karaikkudi,Tamil Nadu,In
3670,383440,"Ta-Idar,Village- Kadiyadara",Gujarat,In
3671,390021,Vadodara,Gujarat,In
3672,413305,Mangalwedha,Maharashtra,In
3673,500049,"Mayuri Nagar, Miyapur",Telangana,In
3674,441208,Gadchiroli,Maharashtra,In
3675,246475,Rudraprayag,Uttarakhand,In
3676,421312,Kudus,Maharashtra,In
3677,273405,Gorakhpur,Uttar Pradesh,In
3678,440025,Nagpur,Maharashtra,In
3679,425415,Akkalkuwa,Maharashtra,In
3680,249302,Rishikesh,Uttarakhand,In
3681,401202,Vasai-Virar,Maharashtra,In
3682,122051,Gurugram,Haryana,In
3683,206121,Babarpur Ajitmal,Uttar Pradesh,In
3684,324002,Kota,Rajasthan,In
3685,690101,Mavelikkara,Kerala,In
3686,759104,Talcher Thermal Power Station Township,Odisha,In
3687,193401,Srinagar,Jammu & Kashmir,In
3688,695301,Kazhakoottam Thiruvananthapuram District,Kerala,In
3689,273408,Gorakhpur,Uttar Pradesh,In
3690,577129,Chikmagalur,Karnataka,In
3691,575026,Mangaluru,Karnataka,In
3692,140901,Karoran,Punjab,In
3693,523247,Darsi,Andhra Pradesh,In
3694,831020,Jamshedpur,Jharkhand,In
3695,110009,North West Delhi,Delhi,In
3696,413214,Solapur,Maharashtra,In
3697,782138,Nagaon,Assam,In
3698,606001,Virudhachalam,Tamil Nadu,In
3699,602024,Thiruninravur,Tamil Nadu,In
3700,641608,Tiruppur,Tamil Nadu,In
3701,751016,Bhubaneswar,Orissa,In
3702,501509,Yacharam,Telangana,In
3703,382610,Pethapur,Gujarat,In
3704,442705,Aheri,Maharashtra,In
3705,670691,Pattiom,Kerala,In
3706,516001,Kadapa,Andhra Pradesh,In
3707,700006,Kolkata,West Bengal,In
3708,581352,Karwar,Karnataka,In
3709,700013,Kolkata,West Bengal,In
3710,500097,Hyderabad,Telangana,In
3711,671313,Kayyur,Kerala,In
3712,410210,"Kharghar,Navi Mumbai",Maharashtra,In
3713,304021,Niwai,Rajasthan,In
3714,680519,Chiramanangad,Kerala,In
3715,688530,Cherthala,Kerala,In
3716,682032,Ernakulam,Kerala,In
3717,487221,Kareli,Madhya Pradesh,In
3718,520010,Vijayawada,Andhra Pradesh,In
3719,700014,Kolkatakolkata,West Bengal,In
3720,752057,Khordha,Odisha,In
3721,370465,Mandvi Kachchh District,Gujarat,In
3722,517127,Murakambattu,Andhra Pradesh,In
3723,370421,Mundra,Gujarat,In
3724,388255,Balasinor,Gujarat,In
3725,802301,Arrah,Bihar,In
3726,638002,Erode,Tamil Nadu,In
3727,411044,Pimpri Chinchwad,Maharashtra,In
3728,522235,Guntur,Andhra Pradesh,In
3729,685511,Thoppippala,Kerala,In
3730,140117,Anandpur Sahib,Punjab,In
3731,283141,Shikohabad,Uttar Pradesh,In
3732,689111,Thiruvalla,Kerala,In
3733,403507,Mapusa Guirim,Goa,In
3734,233001,Ghazipur,Uttar Pradesh,In
3735,571127,Chamarajanagar,Karnataka,In
3736,676122,Manjeri,Kerala,In
3737,421505,Thane,Maharashtra,In
3738,759128,Anugul,Odisha,In
3739,505504,Jayashankar Bhupalpally,Telangana,In
3740,813201,Asarganj,Bihar,In
3741,700093,Kolkata,West Bengal,In
3742,314026,Galiakot,Rajasthan,In
3743,639113,Karur,Tamil Nadu,In
3744,671121,Kasaragod,Kerala,In
3745,785634,Jorhat,Assam,In
3746,851218,Begusarai,Bihar,In
3747,497118,"Shankargarh, District- Balrampur",Chhattisgarh,In
3748,795008,Imphal,Manipur,In
3749,626129,Virudhunagar,Tamil Nadu,In
3750,382002,Gandhinagar,Gujarat,In
3751,695028,Thiruvananthapuram,Kerala,In
3752,641014,Coimbatore,Tamil Nadu,In
3753,630709,"Ilayangudi, Sivagangai",Tamil Nadu,In
3754,560062,Bengaluru,Karnataka,In
3755,533124,Bommuru Rajahmundry,Andhra Pradesh,In
3756,421204,Dombivali ( East),Maharashtra,In
3757,574243,"Bantwal Taluk, Dakshina Kannada",Karnataka,In
3758,382029,Gandhinagar,Gujarat,In
3759,500003,Secundrabad,Telangana,In
3760,403005,Tiswadi,Goa,In
3761,125052,Adampur,Haryana,In
3762,804453,Patna,Bihar,In
3763,273201,Mundera Bazar,Uttar Pradesh,In
3764,303702,Chomu Jaipur,Rajasthan,In
3765,484110,Burhar,Madhya Pradesh,In
3766,175024,Mandi,Himachal Pradesh,In
3767,743127,North 24 Parganas,West Bengal,In
3768,712103,Hugli Chinsurah,West Bengal,In
3769,531001,Anakapalli,Andhra Pradesh,In
3770,144032,Jalandhar,Punjab,In
3771,737116,Mangan,Sikkim,In
3772,412306,Pune,Maharashtra,In
3773,795002,Imphal,Manipur,In
3774,691555,Adoor,Kerala,In
3775,788805,Katigorah,Assam,In
3776,600044,Chengelpattu,Tamil Nadu,In
3777,462044,Neelbad,Madhya Pradesh,In
3778,741165,Nazirpur,West Bengal,In
3779,515003,Anantapur,Andhra Pradesh,In
3780,581324,Karwar,Karnataka,In
3781,400066,"Borivali,Mumbai",Maharashtra,In
3782,700118,Khardah,West Bengal,In
3783,688532,Kuthiathode,Kerala,In
3784,171301,Shimla,Himachal Pradesh,In
3785,522403,Sattenapalle,Andhra Pradesh,In
3786,533264,Anaparthy,Andhra Pradesh,In
3787,401303,Virar East,Maharashtra,In
3788,782446,Lanka,Assam,In
3789,495689,Sakti,Chhattisgarh,In
3790,400014,Mumbai No. 400053,Maharashtra,In
3791,676306,Tirurangadi,Kerala,In
3792,682013,Kochi,Kerala,In
3793,530047,"Visakhapatnam,Vepagunta Post",Andhra Pradesh,In
3794,480334,"Pandhurna,",Madhya Pradesh,In
3795,500032,Hyderabad,Andhra Pradesh,In
3796,151204,Kotkapura,Punjab,In
3797,680552,Thrissur,Kerala,In
3798,224201,Faizabad...Karma Chauraha,Uttar Pradesh,In
3799,828301,Dhanbad,Jharkhand,In
3800,413305,Mangalvedha,Maharashtra,In
3801,788737,Karimganj,Assam,In
3802,721306,Kharagpur,West Bengal,In
3803,501218,"Rallaguda Bridge, Besides Mallikarjuna Marbles And",Telangana,In
3804,244410,Bahjoi,Uttar Pradesh,In
3805,177203,Amb,Himachal Pradesh,In
3806,263139,Haldwani (Nainital),Uttarakhand,In
3807,305007,Ajmer,Rajasthan,In
3808,410206,New Panvel,Maharashtra,In
3809,422604,Akole Ahmadnagar District,Maharashtra,In
3810,682036,Ernakulam,Kerala,In
3811,686102,Changanacherry,Kerala,In
3812,534202,Bhimavaram 2,Andhra Pradesh,In
3813,700135,Uttarnayabad,West Bengal,In
3814,425111,Parola,Maharashtra,In
3815,585309,Gogipeth,Karnataka,In
3816,500019,Hyderabad,Telangana,In
3817,695005,Peroorkada Po,Kerala,In
3818,500070,Hayathnagar,Telangana,In
3819,799286,Halhali,Tripura,In
3820,415110,Satara,Maharashtra,In
3821,673633,Kozhikode,Kerala,In
3822,759117,Ntpc Kaniha Township,Odisha,In
3823,676309,Kodinhi P O,Kerala,In
3824,577432,Tirthahalli,Karnataka,In
3825,411006,Pune,Maharashtra,In
3826,365430,Lathi,Gujarat,In
3827,400076,Mumbai'S,Maharashtra,In
3828,721101,Midnapore,West Bengal,In
3829,843120,Muzaffarpur,Bihar,In
3830,695584,"Andoorkonam, Trivandrum",Kerala,In
3831,686581,Erattupetta,Kerala,In
3832,590016,Belagavi,Karnataka,In
3833,452002,Indore,Madhya Pradesh,In
3834,733143,Itahar,West Bengal,In
3835,261505,Maigal Ganj,Uttar Pradesh,In
3836,490042,Bhilai,Chhattisgarh,In
